file	section	snippet
eq_symbols-and-punctuation_109.tex	Symbols and Punctuation	\triangleright
eq_symbols-and-punctuation_110.tex	Symbols and Punctuation	\vdots
eq_symbols-and-punctuation_111.tex	Symbols and Punctuation	\yen
eq_units_001.tex	Units	\huge\rule{10pt}{10pt}
eq_units_002.tex	Units	\huge\rule{18mu}{18mu}
eq_units_003.tex	Units	\huge\rule{1em}{1em}
eq_units_004.tex	Units	\rule{10pt}{10pt}
eq_units_005.tex	Units	\rule{18mu}{18mu}
eq_units_006.tex	Units	\rule{1em}{1em}
eq_units_007.tex	Units	\scriptscriptstyle\rule{10pt}{10pt}
eq_units_008.tex	Units	\scriptscriptstyle\rule{18mu}{18mu}
eq_units_009.tex	Units	\scriptscriptstyle\rule{1em}{1em}
eq_vertical-layout_001.tex	Vertical Layout	\begin{aligned} \sum_{\substack{0<i<m\\0<j<n}} \end{aligned}
eq_vertical-layout_002.tex	Vertical Layout	\overset{!}{=}
eq_vertical-layout_003.tex	Vertical Layout	\stackrel{!}{=}
eq_vertical-layout_004.tex	Vertical Layout	\underset{!}{=}
eq_vertical-layout_005.tex	Vertical Layout	_u^o
eq_vertical-layout_006.tex	Vertical Layout	a \atop b
eq_vertical-layout_007.tex	Vertical Layout	a+\left(\vcenter{\frac{\frac a b}c}\right)
eq_vertical-layout_008.tex	Vertical Layout	a\raisebox{0.25em}{$b$}c
eq_vertical-layout_009.tex	Vertical Layout	e^x
eq_vertical-layout_010.tex	Vertical Layout	x_n
eq_sqrt_001.tex	\\sqrt	\sqrt[3]{x}
eq_sqrt_002.tex	\\sqrt	\sqrt{x}
